raw_image,processed_image,aid_mask,hpm_mask,gs_mask,id,label,label1,label2,label3,imgsize,fold
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample1-sperm10.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample1-sperm10.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample1-sperm10_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample1-sperm10_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample1-sperm10_mask.png,p1-pl2-sample01/Sperm_10,0,0,0,0,"(35, 35)",F2
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p5-pl1-sample13-sperm5.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p5-pl1-sample13-sperm5.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p5-pl1-sample13-sperm5_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p5-pl1-sample13-sperm5_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p5-pl1-sample13-sperm5_mask.png,p5-pl1-sample13/Sperm_05,4,4,4,4,"(35, 35)",F3
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample4-sperm18.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample4-sperm18.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample4-sperm18_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample4-sperm18_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample4-sperm18_mask.png,p1-pl2-sample04/Sperm_18,1,1,1,1,"(35, 35)",F4
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample3-sperm9.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample3-sperm9.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample3-sperm9_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample3-sperm9_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample3-sperm9_mask.png,p4-pl1-sample03/Sperm_09,4,4,4,4,"(32, 32)",F5
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl3-sample17-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl3-sample17-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl3-sample17-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl3-sample17-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl3-sample17-sperm4_mask.png,p1-pl3-sample17/Sperm_04,3,3,3,3,"(34, 34)",F1
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl3-sample24-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl3-sample24-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl3-sample24-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl3-sample24-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl3-sample24-sperm6_mask.png,p1-pl3-sample24/Sperm_06,4,4,0,4,"(35, 35)",F2
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample3-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample3-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample3-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample3-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample3-sperm4_mask.png,p1-pl2-sample03/Sperm_04,0,3,0,0,"(35, 35)",F3
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl3-sample2-sperm14.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl3-sample2-sperm14.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl3-sample2-sperm14_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl3-sample2-sperm14_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl3-sample2-sperm14_mask.png,p1-pl3-sample02/Sperm_14,4,4,4,4,"(35, 35)",F4
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl3-sample10-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl3-sample10-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl3-sample10-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl3-sample10-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl3-sample10-sperm6_mask.png,p1-pl3-sample10/Sperm_06,1,1,1,1,"(34, 34)",F5
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample15-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample15-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample15-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample15-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample15-sperm6_mask.png,p1-pl2-sample15/Sperm_06,3,3,3,3,"(35, 35)",F1
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample10-sperm13.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample10-sperm13.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample10-sperm13_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample10-sperm13_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample10-sperm13_mask.png,p1-pl2-sample10/Sperm_13,2,2,2,1,"(35, 35)",F2
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p5-pl1-sample20-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p5-pl1-sample20-sperm6.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p5-pl1-sample20-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p5-pl1-sample20-sperm6_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p5-pl1-sample20-sperm6_mask.png,p5-pl1-sample20/Sperm_06,4,4,4,4,"(35, 35)",F3
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample2-sperm10.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample2-sperm10.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample2-sperm10_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample2-sperm10_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample2-sperm10_mask.png,p4-pl1-sample02/Sperm_10,4,4,4,4,"(35, 35)",F4
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p5-pl1-sample12-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p5-pl1-sample12-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p5-pl1-sample12-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p5-pl1-sample12-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p5-pl1-sample12-sperm7_mask.png,p5-pl1-sample12/Sperm_07,4,4,4,4,"(35, 35)",F5
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p3-pl1-sample16-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p3-pl1-sample16-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p3-pl1-sample16-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p3-pl1-sample16-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p3-pl1-sample16-sperm2_mask.png,p3-pl1-sample16/Sperm_02,0,0,0,0,"(35, 35)",F1
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl2-sample5-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl2-sample5-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl2-sample5-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl2-sample5-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl2-sample5-sperm4_mask.png,p4-pl2-sample05/Sperm_04,4,1,4,4,"(35, 35)",F2
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample19-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample19-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample19-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample19-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample19-sperm7_mask.png,p1-pl2-sample19/Sperm_07,0,4,0,0,"(35, 35)",F3
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample28-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample28-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample28-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample28-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample28-sperm2_mask.png,p1-pl2-sample28/Sperm_02,3,3,3,4,"(35, 35)",F4
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p3-pl1-sample4-sperm5.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p3-pl1-sample4-sperm5.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p3-pl1-sample4-sperm5_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p3-pl1-sample4-sperm5_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p3-pl1-sample4-sperm5_mask.png,p3-pl1-sample04/Sperm_05,4,4,4,4,"(35, 35)",F5
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p5-pl1-sample2-sperm3.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p5-pl1-sample2-sperm3.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p5-pl1-sample2-sperm3_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p5-pl1-sample2-sperm3_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p5-pl1-sample2-sperm3_mask.png,p5-pl1-sample02/Sperm_03,4,4,3,4,"(35, 35)",F1
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl3-sample20-sperm14.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl3-sample20-sperm14.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl3-sample20-sperm14_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl3-sample20-sperm14_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl3-sample20-sperm14_mask.png,p1-pl3-sample20/Sperm_14,3,3,3,4,"(30, 30)",F2
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p3-pl1-sample30-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p3-pl1-sample30-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p3-pl1-sample30-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p3-pl1-sample30-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p3-pl1-sample30-sperm4_mask.png,p3-pl1-sample30/Sperm_04,4,1,4,4,"(34, 34)",F3
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample7-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample7-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample7-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample7-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample7-sperm2_mask.png,p4-pl1-sample07/Sperm_02,4,4,4,4,"(35, 35)",F4
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample7-sperm11.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample7-sperm11.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample7-sperm11_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample7-sperm11_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample7-sperm11_mask.png,p1-pl2-sample07/Sperm_11,1,1,1,1,"(35, 35)",F5
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample26-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample26-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample26-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample26-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample26-sperm7_mask.png,p1-pl2-sample26/Sperm_07,4,4,4,4,"(35, 35)",F1
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample14-sperm3.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample14-sperm3.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample14-sperm3_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample14-sperm3_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample14-sperm3_mask.png,p4-pl1-sample14/Sperm_03,4,4,2,4,"(35, 35)",F2
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample12-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample12-sperm7.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample12-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample12-sperm7_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample12-sperm7_mask.png,p4-pl1-sample12/Sperm_07,1,1,1,4,"(35, 35)",F3
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample7-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample7-sperm4.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample7-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample7-sperm4_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample7-sperm4_mask.png,p4-pl1-sample07/Sperm_04,4,4,4,4,"(35, 35)",F4
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample6-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample6-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample6-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample6-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample6-sperm2_mask.png,p1-pl2-sample06/Sperm_02,2,2,2,4,"(35, 35)",F5
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample8-sperm12.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample8-sperm12.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample8-sperm12_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample8-sperm12_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample8-sperm12_mask.png,p4-pl1-sample08/Sperm_12,4,2,4,4,"(35, 35)",F1
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl2-sample18-sperm1.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl2-sample18-sperm1.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl2-sample18-sperm1_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl2-sample18-sperm1_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl2-sample18-sperm1_mask.png,p4-pl2-sample18/Sperm_01,4,4,4,4,"(35, 35)",F2
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p5-pl1-sample17-sperm10.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p5-pl1-sample17-sperm10.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p5-pl1-sample17-sperm10_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p5-pl1-sample17-sperm10_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p5-pl1-sample17-sperm10_mask.png,p5-pl1-sample17/Sperm_10,4,4,0,4,"(34, 34)",F3
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl1-sample6-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl1-sample6-sperm2.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl1-sample6-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl1-sample6-sperm2_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl1-sample6-sperm2_mask.png,p4-pl1-sample06/Sperm_02,2,2,2,4,"(34, 34)",F4
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl2-sample5-sperm12.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl2-sample5-sperm12.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl2-sample5-sperm12_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl2-sample5-sperm12_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl2-sample5-sperm12_mask.png,p1-pl2-sample05/Sperm_12,4,4,3,4,"(33, 33)",F5
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p1-pl3-sample13-sperm12.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p1-pl3-sample13-sperm12.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p1-pl3-sample13-sperm12_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p1-pl3-sample13-sperm12_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p1-pl3-sample13-sperm12_mask.png,p1-pl3-sample13/Sperm_12,3,3,4,3,"(33, 33)",F1
/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/raw_images/ch00_p4-pl2-sample10-sperm11.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/processed_images/ch00_p4-pl2-sample10-sperm11.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/aid_masks/ch00_p4-pl2-sample10-sperm11_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/hpm_masks/ch00_p4-pl2-sample10-sperm11_mask.tif,/afs/crc.nd.edu/user/n/nsapkota/BIBM2023/data/SCIAN/gs_masks/ch00_p4-pl2-sample10-sperm11_mask.png,p4-pl2-sample10/Sperm_11,4,4,4,4,"(35, 35)",F2
